Tweet Text	# number	Medical relevance	X	Does X cure cancer 	
maybe the first female president has already been born and her mind isn't being properly nurtured due to underfunded school districts. maybe the cure for cancer is in the mind of an immigrant who is not given the same opportunities as a citizen. but sure, pretend to care. https://t.co/D2ZapbKEIC @jordylancaster The first female President, maybe even the scientist who was to cure cancer could have been among the millions of lives (all of which would’ve been special in their own ways) unjustly precluded by abortion. I will be praying about this (&amp; should have been already).	16	no			
I hear this often from multiple fronts and don't understand it. Just because targeted rx doesn't CURE cancer does not mean it's not a game-changer. Knowing many lung cancer pts that have lived 8, 10, 12+ years on targeted rx, this really makes me scratch my head.... #LCSM https://t.co/7Un1mrt9CL As a stage IV lung cancer patient, I’ve been on targeted therapy for almost 5 years and it’s certainly been a game-changer for me.  I’ve been able to live a normal, active life while seeing my kids grow into teenagers and celebrating many milestones with my family! #lcsm https://t.co/HGVycEivXy	16	yes	targeted rx	no	
Manta rays are being hunted for their gill rakers, which some believe can boost the immune system and supposedly cure cancer, chickenpox, and even fertility issues. A special report on #wildlife trade in South-east Asia https://t.co/MeOf9OjeBo https://t.co/IN55WsOJD5	16	yes	manta rays	yes 	
What was Satan's downfall? Pride.   Pride is the root cause of all other sin.  The greatest sin.  It infects like a cancer and if untreated will lead to death.  Why?  Because a person can't come to Jesus for salvation in pride.  The cure is humility in large doses daily, forever.	16	no			
Max was diagnosed with cancer the day before his 4th birthday. We are blessed that today he is 15 and considered a 11-year cancer survivor. This speech was given at the 2018 Roar For A Cure Golf Classic held at Sebonack Golf Club. https://t.co/R0nDkJogwN #ChildhoodCancer	16	no			
ahh what a long day 😩 having 5 majors and working for 28 hours a day behind my desk is so exhausting 😔 time to go back home and do some research on how to permanently cure cancer. it’s so exhausting having to live with underachievers everyday😜😉	15	no			
Cancer is an awful disease. As I watch my grandmother’s fight slowly coming to an end, I pray that one day we can find a cure and ultimately win this battle against the common enemy. I encourage everyone to support this fight against cancer and donate to research #BeatCancer	15	no			
Me: I’m gonna run errands, do dishes, fold laundry and find a cure for cancer after work today.  The second I change clothes: https://t.co/TGdpS7bgwQ	15	no			
CBD #Cannabidiol Nature's #Miracle Cure  #Like and #Retweet  Learn more about #CBD and its many #benefits at https://t.co/ck97ipU6UJ #LiveCBDHealthy #CBDOil #Hemp #HempOil #MedicalCannabis #Healthy #anxiety #insomnia #PTSD #crohns #Fibromyalgia #Pain #ChronicPain #Cancer https://t.co/IKMuVKHPl6	15	yes	CBD	yes	
Mont Ventoux is over 6000ft. It's the highest stage used on the Tour de France. Tomorrow a 64 year old twonk on a heavy touring bike will attempt to ride up it. Who'll add a bit to my fund for @CR_UK and help find a cure for cancer? RTs please 🚵‍♂️🇨🇵 https://t.co/sQH1zO5DcT	15	no			
RT @dumspirospero64: @JoeTacopino The left are in meltdown, Trump could find the cure for cancer and they would still be pissed.	15	no			
RT @LunaCee73: Kaitlyn is convinced that the US government has found a cure for cancer and is hiding it as a form of population control. #b…	15	no			
Driven by innovation &amp; speed and powered by the right combination of science &amp; people—see how we're pursuing our passion and advancing toward our goal to cure cancer. This is our story: https://t.co/aPxu2DPLkm #immunotherapy @big3bioBOS $AGEN	15	yes	immunotherapy	yes	
This NATURAL TRICK can CURE YOUR CANCER https://t.co/SCIfFSdOG3 Watch and share this great video from McGill Office for Science and Society. It shows how to be skeptical about online health news  &amp; videos.	15	no			
On an amazing #cancer #hospital for children that provides treatment and cure to many at no charge. #hope #inspiration https://t.co/gTpLNYNpYb	14	no			
@coolstarorg That’s like me donating to cancer research and going “I did not get cure to cancer quick enough so I want money back”. @AskPayPal @paypal fix this	14	no			
@Enzosimba415 We as Americans must come together to see that Trump is malicious. Trump is a cancer that there is no cure for. He is eating away at the foundation for which our forefathers, military and citizens fought and gave their lives. Freedom please. #NeedToImpeach	14	no			
Media's reaction to Trumps undeniable progress (to date) on potentially bringing peace to North Korea leaves me remaining of the view  that even if Trump found the cure for cancer media would still hate and criticize him for how he did it and how it was not good enough.	14	no			
RT @CoolStoryWill: You got a way to get Trump out of office, cure for cancer and solve world hunger??? https://t.co/Ga9BSYuK6K	14	no			
This Friday, June 22nd at 8pm EST/5pm PST, TUNE IN to the #MomentsWithMarianne with special guest @Tim_Wendel on his new book CANCER CROSSINGS: A Brother, His Doctors, and the Quest for a Cure to Childhood #Leukemia @MariannePestana #Cancer #endcancer  https://t.co/DaL7ftpmzM	14	no			
My cousin in Iraq, Hussain, is currently in critical condition. He was suffering from a disease in his kidneys but now is at a 90% chance of cancer in his stomach too.   Please please remember Hussain in your adiyah and in return I pray that Allah ﷻ preserves your health too. 💔 In the name of the man who was ill in Karbala, may Allah س cure everyone of their illnesses whether they be mental or physical. https://t.co/kQ6FxrPIRY	14	no			
Isnt it ironic how #Democrats want to murder tiny unborn babies who could find a cure for cancer, solve health issues, save lives by heroic acts and one day, those same #Liberals will die because they murdered the one who could have saved them? https://t.co/r4HnpRHZpe	14	no			
If @POTUS found a cure for cancer, the democrat will cry that he put hospitals and oncologists out of business.   This is exactly why democrats lost credibility with voters.	14	no			
@SenKamalaHarris Everything is racist to a race baiting race hustler like you You play the race card no matter what the topic. If @POTUS helped cure cancer or balance the budget tomorrow, you would claim it was racist and want it reversed. Your race pandering message is getting old...	14	no			
@grpetersen1 @VincentRK @Myeloma_Doc @PKelpe @TuftsB @MyelomaTeacher @Rfonsi1 @NorthTxMSG @fransaraco @PuenteLori @JackMAiello @cure_talk @MistyACallahan @mtmdphd @IMFsupport @GregBrozeit @CGiampalmi @DanaHolmes911 We should have a cure by now what is the problem The Heme cancers we have truly cured have been curable for decades - ALL, AML, DLBCL, HD, HCL. They were inherently curable. With new Rxs we have increased curability.   Myeloma as a cancer is different. And tough. We are trying. https://t.co/O2RNnr1j8V	14	yes	Rxs	yes	
The F.D.A. openly banned apricot seeds and laetrile extracts, because they had been published as a cure for cancer. Curing cancer is illegal in America.	13	yes	apricot seeds, laetrile extracts	yes	
For kids w/ DIPG, the options for survival are nonexistent - traditional chemo and surgery aren't possible &amp; radiation just lets them live a little while longer.  See how Dr. Souweidane is on a mission to change this &amp; find a cure for this type of cancer: https://t.co/QnZrz2iCvO https://t.co/9u45BqFegZ	13	no			
I could discover the cure for cancer and my parents would still say it’s not good enough for them 💀 I can’t live my whole life trynna please them	13	no			
⭐️ I’m NoxLumos 🔬I’m working to cure Cancer. 🕹I like video games, Harry Potter, and anime! 💻 Discord: https://t.co/slGYbvtQVl 🎥 Twitch: https://t.co/Q698oHPGKJ  We’d love to have you come join our community! Make new friends   ^^^Click the links!^^^	13	no			
Jim Jordan should have known my wife got a parking ticket back in 1979, how to cure cancer and the winning Saturday LOTTO numbers are...  He should be called "The all mighty" https://t.co/0PGHFCg2dr	13	no			
RT @dhamarxo: And still no cure for cancer ? Ok lol https://t.co/x2F8GXiaWA	12	no			
Humanity: Can scientists come up with a sustainable and affordable cure for cancer and HIV??? It's long overdue.  Scientists: Lol, we ain't about that life, but say hello to my pet T-Rex https://t.co/q30AoIu0tn	12	no			
RT @tori_schlabig: he’s gonna disappear faster than the people who found the cure for cancer https://t.co/uNrYkvzhFO	12	no			
How a deceptive #cancer cure video by @McGillOSS went viral and reminded people to be skeptical, by @crackedscience  https://t.co/jAMVdh9NNt via @McGillReporter @PatientCommando #scicomm	12	no			
RT @frankie_k97: The cure for cancer is out there and they won’t give it to us. You will never convince me otherwise.	12	no			
Anyone who knows me knows how much I love kids and nothing means more to me than helping these kiddos get better. If anyone is willing to help cure childhood cancer please donate to https://t.co/FZHidrD67w Any help is appreciated! Thank you 🙌🏼 https://t.co/U5wo47RXxO	12	no			
She knows, and I know, and I hope you know the cure for cancer of the spirit is hope. @MBC_PGH founder Bill Strickland introducing San Juan mayor @CarmenYulinCruz #TEDxPGH https://t.co/UHgmFEEMoZ	12	no			
We need more Leo ASAP. Leo &amp; his wild mane where ancient secrets are buried. Leo and &amp; his tears that cure cancer. Leo who can spark a campfire by rubbing his thighs together. Who catches fish with his teeth. Who rides with the window down, even in winter. #TheBachelorette https://t.co/nVbv1RbCTt	12	no			
RT @gmbankrupt: Elon could cure cancer and haters would claim he invented it just so he could cure it to pump $TSLA stock at the opportune…	12	no			
RT @bhabrock12: Trump could cure cancer and the haters would say he shouldn't have cured it because he didn't get enough concessions from c…	12	no			
