,Tweet Text,# number,Medical relevance,X,Does X cure cancer,Unnamed: 5
158,"?? I‰Û¡ÌÝå»m NoxLumos ?I‰Û¡ÌÝå»m working to cure Cancer. ?I like video games, Harry Potter, and anime! ? Discord: https://t.co/slGYbvtQVl ? Twitch: https://t.co/Q698oHPGKJ We‰Û¡ÌÝå»d love to have you come join our community! Make new friends ^^^Click the links!^^^",13,no,,no,
159,"Jim Jordan should have known my wife got a parking ticket back in 1979, how to cure cancer and the winning Saturday LOTTO numbers are... He should be called ""The all mighty"" https://t.co/0PGHFCg2dr",13,no,,no,
160,RT @dhamarxo: And still no cure for cancer ? Ok lol https://t.co/x2F8GXiaWA,12,no,,no,
161,"Humanity: Can scientists come up with a sustainable and affordable cure for cancer and HIV??? It's long overdue. Scientists: Lol, we ain't about that life, but say hello to my pet T-Rex https://t.co/q30AoIu0tn",12,no,,no,
162,RT @tori_schlabig: he‰Û¡ÌÝå»s gonna disappear faster than the people who found the cure for cancer https://t.co/uNrYkvzhFO,12,no,,no,
163,"How a deceptive #cancer cure video by @McGillOSS went viral and reminded people to be skeptical, by @crackedscience https://t.co/jAMVdh9NNt via @McGillReporter @PatientCommando #scicomm",12,no,,no,
164,RT @frankie_k97: The cure for cancer is out there and they won‰Û¡ÌÝå»t give it to us. You will never convince me otherwise.,12,no,,no,
165,Anyone who knows me knows how much I love kids and nothing means more to me than helping these kiddos get better. If anyone is willing to help cure childhood cancer please donate to https://t.co/FZHidrD67w Any help is appreciated! Thank you ?? https://t.co/U5wo47RXxO,12,no,,no,
166,"She knows, and I know, and I hope you know the cure for cancer of the spirit is hope. @MBC_PGH founder Bill Strickland introducing San Juan mayor @CarmenYulinCruz #TEDxPGH https://t.co/UHgmFEEMoZ",12,no,,no,
167,"We need more Leo ASAP. Leo &amp; his wild mane where ancient secrets are buried. Leo and &amp; his tears that cure cancer. Leo who can spark a campfire by rubbing his thighs together. Who catches fish with his teeth. Who rides with the window down, even in winter. #TheBachelorette https://t.co/nVbv1RbCTt",12,no,,no,
168,RT @gmbankrupt: Elon could cure cancer and haters would claim he invented it just so he could cure it to pump $TSLA stock at the opportune‰Û¡ÌÝ_,12,no,,no,
169,RT @bhabrock12: Trump could cure cancer and the haters would say he shouldn't have cured it because he didn't get enough concessions from c‰Û¡ÌÝ_,12,no,,no,
170,"@therealmerkins @LeviGratton @DonCheadle No tolerance for opposing opinions? LMFAO Are you serious? That sounds like the Democrats, Trump could cure cancer and you'd find fault with it somehow. When was the last time any msm or Democrat said anything Trump did was good? Not even with Korea, pitiful.",12,no,,no,
173,ok bitch try creating a cure for a disease which can arise from a heterogeneous population of cells harboring several random mutations or a cure for a virus that's so fucking smart and evades any attack mounted against it HAIST https://t.co/DEMjYztoeP,12,no,,no,
174,I'm a 17 yr Stage 4 Survivor of Neuroendocrine Carcinoid Cancer. This disease has no cure and is the most misdiagnosed disease in the world. The survival rate for this disease is five years. Plz read my remarkable miracle in my book Living With the Silent Enemy coming soon.,11,no,,no,
176,"@gabriel_bogart @LukeMcAlastair If you had a medicine to cure a very malignant cancer or disease that you knew would eventually kill many people, you would want to give it to see people live. Sin is destroying our world and many are going to Hell because of it, but Jesus Christ is the cure.",11,no,,no,
177,This really pisses me off !!The O's dems want to bring these animals here I say Hell No! Islam is like cancer no cure and always spreading ! https://t.co/4ueOonTWtv,11,no,,no,
179,RT @SayfMamba: @PatSmith04 Kanye and Kim could cure cancer and Twitter would find a way to spin it into something negative,11,no,,no,
180,"Remember this is also our mother a well so the least we can do is donate or if not the other least thing we can do is make dua and share it with others and spread it around. Because as her children it‰Û¡ÌÝå»s a must for us to help her and make dua for her and all of our mothers https://t.co/J14uZbjo44 I am raising funds for my mother's treatments abroad to cure breast cancer in shaa Allaah. Please share and donate what is possible, may Allaah bless you all. https://t.co/WruAarCxHZ",11,no,,no,
181,"RT @ChrystalFigaro_: And you expect me to believe that there is no uniform cure for cancer, HIV, etc.? ? https://t.co/fcV3PIcIOE",11,no,,no,
182,"Depression is caused by chemical imbalance in the brain, usually reduction in amount of neurotransmitters. It's worst than cancer and it spreading because people here don't want ro talk about it. I hope people cure their ignorance on the matter first. https://t.co/P1Pna8YphT",11,no,,no,
183,"I pray for all those who researching the cure for cancer and other serious illnesses. Archangel Raphael, please intercede for the sick. Amen.",11,no,,no,
184,"THIS IS YOKE, HE IS VERY NICE AND SWEET AND LOVES EVERYONE. HE HAS THE PUREST SMILE THAT CAN CURE CANCER- I NAMED HIM YOKE CAUSE HE LOOKS LIKE AN EGG YOLK PLEASE LOVE HIM https://t.co/gUg10IdSAd",11,no,,no,
185,Angelina Jolie could find the cure for cancer and end world hunger and I still wouldn‰Û¡ÌÝå»t forgive her for breaking up Brad Pitt and Jennifer Aniston ?,11,no,,no,
186,RT @leeann_mahone: trump could find the cure for cancer and y‰Û¡ÌÝå»all would still shit on him,11,no,,no,
187,"Hey Liberal Mainstream Media! If you don't have anything good to say, just shut up! You have become so blindly negative, anti-Trump, and ultimately anti-USA, that you wouldn't think finding a cure for cancer as being good news! Your candidate lost! Get over it!",11,no,,no,
188,RT @mowglisfrog: this photoshoot can cure cancer and bring peace to the world https://t.co/W3oJeyZsOl,11,no,,no,
189,"Neuroscientists, geneticists, etc; can you not build a career off eradicating #ActuallyAutistic people. I‰Û¡ÌÝå»d wager that more than half of the methods and equipment of your trade exist because of us. If you want to cure something have you heard of this thing called cancer?",11,no,,no,
190,We often joke that if Trump found a cure for cancer the left would find a way to criticize him. Turns out that it's probably true. He is solving a world nuclear crisis and of course the left hates him still.,11,no,,no,
191,"We're at an impasse, gentlemen. @SGottliebFDA, you prefer more smoking for kids, &amp; @theNCI Director Ned @NCIDirector says combustible #tobacco will prevent and cure #cancer. I'm not sure how this will end. I suggest a contest to see who can tweet the most inappropriate thing? https://t.co/iYOgEgEdib",11,no,,no,
192,We need to understand ‰Û¡ÌÝÌÒ and we need our students to understand ‰Û¡ÌÝÌÒ that the cure for cancer can‰Û¡ÌÝå»t be found on a multiple-choice test. Food for thought on what AR and AI mean for the future of teaching from @coolcatteacher: https://t.co/dsThNQ62qP,11,no,,no,
193,We're proud to share @FOX5Atlanta's story on our Executive Director's personal experience with childhood cancer and the tremendous impact CURE is having by investing $4.5 million for the creation of the Precision Medicine Program at CHOA. https://t.co/B6eCPOLsm4 https://t.co/xuOpoAhWnB,11,no,,no,
194,"There's big talk about inclusion and diversity at Google so if you need any evidence of Google is making this priority may I direct your attention to the ? emoji‰Û¡ÌÝÌÒ we've removed the egg in Android P beta 2, making this a more inclusive vegan salad. https://t.co/kzHY0A9ZjG Human beings...simultaneously trying to cure cancer, and redesigning salad emojis to be vegan inclusive. We‰Û¡ÌÝå»re a fucking weird species. https://t.co/HiSmp99xsF",11,no,,no,
195,RT @aprilbossass: Emirati woman finds cure for cancer and a solution for global warming,11,no,,no,
196,"Seriously @realDonaldTrump could cure cancer and the left, MSM, Hollywood and BLM would complain he was putting Drs and Nurses our of work. #pathetic #FakeNews #FU_DeNiro",10,no,,no,
197,Nah I‰Û¡ÌÝå»m crying at my friend telling me how she just wanted to have sex with this guy and he wanted to sit and talk about how the government is hiding the cure for cancer ????,10,no,,no,
198,RT @sieebreeeze: And y‰Û¡ÌÝå»all really think they haven‰Û¡ÌÝå»t found a cure to cancer? https://t.co/CoSX4QBCk3,10,no,,no,
199,"a close friend of mine passed away from her battle with cancer, &amp; my friends and i are participating in race for life to help cure this devastating disease - any donation would be greatly appreciated, making a difference in people‰Û¡ÌÝå»s lives ? https://t.co/pzjfvUgVx7",10,no,,no,
200,"Join @HuskerFBNation and @RunLincoln at the 6th annual Nebraska Football Road Race! All proceeds benefit @unmc and their efforts to find a cure for pediatric brain cancer! #StrongerTogether #GBR ?Sunday, July 15 ?Memorial Stadium ?1-Mile &amp; 5K ?https://t.co/gGb9AA1Yad https://t.co/grP9tkkGwC",10,no,,no,
201,RT @sxrabit: you could cure cancer and it still wouldn't be good enough for brown parents,10,no,,no,
202,No he‰Û¡ÌÝå»s going to take two years off in his prime like Jordan but instead of being bad at baseball he‰Û¡ÌÝå»s gonna cure cancer and solve world hunger https://t.co/tZlR37sE9D,10,no,,no,
203,"RT @rayquan_jeff: Akhi , share us the cure of ur cancer !! Don‰Û¡ÌÝå»t forget to get me a present from LA https://t.co/SkPJkIZ7mM",10,no,,no,
204,"Jessica Meuse supports @StJude &amp; she will be running in the 12/1 Memphis Marathon. https://t.co/wr5x3DJ0UQ As a St. Jude Hero, she runs to help find a cure for childhood cancer.????Give what you can &amp; support @JessMeuse for the kids! @StJudeResearch @AmericanIdol @Muse_Mafia https://t.co/fj1tvzdVTn Hey y‰Û¡ÌÝå»all! I‰Û¡ÌÝå»m running in the @StJude Memphis Marathon in December! Please click the link below and donate to help the kiddos! ??? https://t.co/F0M93CqGGP",10,no,,no,
205,"Ronaldo can save 6 million people from the holocaust, create the cure for cancer, Ebola, aids, malaria, epilepsy and make England win the World Cup AND STILL GET HATE",10,no,,no,
206,"Great showing of america's past time in Grand Island, NE tonight. Various high schoolers competed in a baseball contest. One of those young men by the name of @arends_eli hit a small ball over a fence and rounded the bases as if he'd just solved the cure for cancer. #protein",10,no,,no,
207,Madrid fan trying to diss Leo. Of course. Messi is responsible for every bad stuff in Argentina according to them. I guess he‰Û¡ÌÝå»s also the reason why palestine and israel are still fighting. He‰Û¡ÌÝå»s the reason why we haven‰Û¡ÌÝå»t found a cure for cancer yet. Messi is pure EVIL!,10,no,,no,
208,"We need to stop the ""battle"" language that implies people who die of cancer just didn‰Û¡ÌÝå»t fight hard enough, says @salihughes https://t.co/daDvjQSXY1 https://t.co/vg36Asg6OI Thank you @salihughes Anyone who told me I had to be/think positive just didn't get to sit on my sofa again. It doesn't cure cancer, it does silence people, I think it's more for the benefit of others. I was the battle ground &amp; had no control over whether I survived or not. https://t.co/Pc8FVpYlv3",10,no,,no,
209,RT @abby_higgins5: the government/pharmacies dont want a cure bc they just wanna take all your money.... @ me idc https://t.co/IvOMpEFMo0,10,no,,no,
210,The amount of money made off of Chemo and cancer treatments every year is ridiculous. I refuse to believe there is no cure out there in our advanced world. People just want to keep making money off sick people who have no other choice and that‰Û¡ÌÝå»s terrible.,10,no,,no,
